nome;sigla;municipio;id_uf;uf
FACULDADE REDENTOR;FACREDENTOR;Itaperuna;33;RJ
FACULDADE REGIONAL DE FILOSOFIA, CIÊNCIAS E LETRAS DE CANDEIAS;FAC;Candeias;29;BA
FACULDADE TEOLÓGICA SUL AMERICANA;FTSA;Londrina;41;PR
FACULDADES INTEGRADAS SOARES DE OLIVEIRA;FISO;Barretos;35;SP
FACULDADES PITÁGORAS UNIDADE GUARAPARI;FIPAG;Guarapari;32;ES
FACULDADE ATENAS;;Paracatu;31;MG
FACULDADE SÃO SALVADOR;FSS;Salvador;29;BA
FACULDADE DE ENSINO SUPERIOR DO CENTRO DO PARANÁ;UCP;Pitanga;41;PR
ESCOLA BRASILEIRA DE ECONOMIA E FINANÇAS;EBEF;Rio de Janeiro;33;RJ
FACULDADE DE JUAZEIRO DO NORTE;FJN;Juazeiro do Norte;23;CE
FACULDADE TEOLÓGICA BATISTA ANA WOLLERMAN;FTBAW;Dourados;50;MS
Faculdade Meta;FAMETA;Rio Branco;12;AC
FACULDADE SANTO ANTÔNIO DE PÁDUA;FASAP;Santo Antônio de Pádua;33;RJ
FACULDADE SÃO BENTO DO RIO DE JANEIRO;FSB/RJ;Rio de Janeiro;33;RJ
FACULDADE DE AMPÉRE;FAMPER;Ampére;41;PR
INSTITUTO SUPERIOR DE EDUCAÇÃO DA SERRA;ISES;Serra;32;ES
FACULDADE DO TAPAJÓS;FAT;Itaituba;15;PA
FACULDADE DO LITORAL PARANAENSE;FLP;Guaratuba;41;PR
FACULDADE DE TECNOLOGIA IBTA - SÃO JOSÉ DOS CAMPOS;IBTA;São José dos Campos;35;SP
FACULDADE DE CIÊNCIAS CONTÁBEIS E DE ADMINISTRAÇÃO DO VALE DO JURUENA;AJES;Juína;51;MT
INSTITUTO SUPERIOR DE EDUCAÇÃO DO VALE DO JURUENA;AJES;Juína;51;MT
FACULDADES INTEGRADAS DO EXTREMO SUL DA BAHIA;UNESULBAHIA;Eunápolis;29;BA
FACULDADE DINÂMICA DO VALE DO PIRANGA;FADIP;Ponte Nova;31;MG
Faculdade Doctum de Saúde da Serra;DOCTUM;Serra;32;ES
FACULDADE SÃO VICENTE;FASVIPA;Pão de Açúcar;27;AL
FACULDADE INTEGRADA DE SANTA MARIA;FISMA;Santa Maria;43;RS
FACULDADE UNIDA DE VITÓRIA;FACULDADE UNIDA;Vitória;32;ES
FACULDADE PIEMONTE;FAP;Serrolândia;29;BA
FACULDADE SANTA CATARINA;FASC;Recife;26;PE
FACULDADE PHÊNIX DE CIÊNCIAS HUMANAS E SOCIAIS DO BRASIL;PHENIX;Santo Antônio do Descoberto;52;GO
FACULDADE LA SALLE;;Manaus;13;AM
INSTITUTO SUPERIOR DE EDUCAÇÃO SÃO JUDAS TADEU;ISESJT;Floriano;22;PI
FACULDADE DOM ALBERTO;FDA;Santa Cruz do Sul;43;RS
FACULDADE INESP - INSTITUTO NACIONAL DE ENSINO E PESQUISA;INESP;Jacareí;35;SP
FACULDADE DE CIÊNCIAS JURÍDICAS DE PARAÍSO DO TOCANTINS;FCJP;Paraíso do Tocantins;17;TO
FACULDADE SENAC MINAS;FSM;Contagem;31;MG
FACULDADE CATÓLICA RECIFE;FCR;Recife;26;PE
INSTITUTO DE ENSINO SUPERIOR DO SUL DO MARANHÃO;IESMA;Imperatriz;21;MA
ESCOLA SUPERIOR DE ADMINISTRAÇÃO DE EMPRESAS;INEA;São José dos Campos;35;SP
INSTITUTO TECNOLÓGICO DE CARATINGA;ITC;Caratinga;31;MG
FACULDADE CATÓLICA DOM ORIONE;FACDO;Araguaína;17;TO
INSTITUTO SUPERIOR DE EDUCAÇÃO VERA CRUZ;ISE VERA CRUZ;São Paulo;35;SP
ESCOLA SUPERIOR DA AMAZÔNIA;ESAMAZ;Belém;15;PA
Faculdade de Ciências Educacionais de Capim Grosso;FCG;Capim Grosso;29;BA
FACULDADE SÃO PAULO;FSP;Rolim de Moura;11;RO
FACULDADE DO VALE DO ITAJAÍ MIRIM;FAVIM;Brusque;42;SC
FACULDADE ANHANGUERA DE VALPARAÍSO;FAV;Valparaíso de Goiás;52;GO
FACULDADE DO SERTÃO;UESSBA;Irecê;29;BA
FACULDADE DE CIÊNCIAS GERENCIAIS DE SÃO GOTARDO;CESG;São Gotardo;31;MG
FACULDADE EMPRESARIAL DE CHAPECÓ;FAEM;Chapecó;42;SC
FACULDADE UNIDA DE CAMPINAS;FACUNICAMPS;Goiânia;52;GO
CENTRO DE ENSINO SUPERIOR DE ILHÉUS;CESUPI;Ilhéus;29;BA
FACULDADE DE MACAPÁ;FAMA;Macapá;16;AP
Centro Universitário UNIFAFIBE;FAFIBE;Bebedouro;35;SP
Faculdades Integradas Desembargador Sávio Brandão;FAUSB;Várzea Grande;51;MT
FACULDADE DE INFORMÁTICA DE OURO PRETO DO OESTE;FIOURO;Ouro Preto do Oeste;11;RO
FACULDADE DE TECNOLOGIA DO NORDESTE;FATENE;Fortaleza;23;CE
FACULDADE FAE BLUMENAU;;Blumenau;42;SC
FACULDADES PEQUENO PRÍNCIPE;FPP;Curitiba;41;PR
FACULDADE DE CIÊNCIAS AGRÁRIAS E EXATAS DE PRIMAVERA DO LESTE;;Primavera do Leste;51;MT
FACULDADE UBS;FACULDADE UBS;São Paulo;35;SP
FACULDADE DE CIÊNCIAS SOCIAIS E HUMANAS SOBRAL PINTO;FAIESP;Rondonópolis;51;MT
FACULDADE DE IPORÁ;FAI;Iporá;52;GO
FANEESP - FACULDADE NACIONAL DE EDUCAÇÃO E ENSINO SUPERIOR DO PARANÁ;FANEESP;Araucária;41;PR
FACULDADE MODELO;FACIMOD;Curitiba;41;PR
FACULDADE EVANGÉLICA DE SÃO PAULO;;São Paulo;35;SP
FACULDADES ITECNE DE CASCAVEL;ITECNE;Cascavel;41;PR
FACULDADE PAULUS DE TECNOLOGIA E COMUNICAÇÃO;FAPCOM;São Paulo;35;SP
FACULDADE SÃO SEBASTIÃO;;São Sebastião;35;SP
FACULDADE IDC;IDC;Porto Alegre;43;RS
FACULDADE NOSSA SENHORA DE FÁTIMA;FACULDADE FÁTIMA;Caxias do Sul;43;RS
FACULDADE EVANGÉLICA DO PIAUI;FAEPI;Teresina;22;PI
FACULDADE DOM BOSCO DE GOIOERÊ;DOM BOSCO GOIOERÊ;Goioerê;41;PR
INSTITUTO SUPERIOR DE EDUCAÇÃO PROGRAMUS;ISEPRO;Água Branca;22;PI
CENTRO UNIVERSITÁRIO MAURÍCIO DE NASSAU;UNINASSAU;Recife;26;PE
FACULDADE SUL DA AMÉRICA;SULDAMÉRICA;Aparecida de Goiânia;52;GO
FACULDADE PARANAPANEMA;FP;Porecatu;41;PR
FACULDADE DE CIÊNCIAS MÉDICAS E DA SAÚDE DE JUIZ DE FORA;FCMS/JF;Juiz de Fora;31;MG
FACULDADE SALESIANA DOM BOSCO DE PIRACICABA;FSDB;Piracicaba;35;SP
FACULDADE REINALDO RAMOS;FARR;Campina Grande;25;PB
FACULDADE DE TEOLOGIA UMBANDISTA;F.T.U.;São Paulo;35;SP
ESCOLA SUPERIOR DOM HELDER CÂMARA;ESDHC;Belo Horizonte;31;MG
FACULDADE SÃO FRANCISCO DE ASSIS;UNIFIN;Porto Alegre;43;RS
FACULDADE DE BELÉM;FABEL;Belém;15;PA
FACULDADE SERRA DO CARMO;FASEC;Palmas;17;TO
FACULDADE METROPOLITANA DE CAIEIRAS;FMC;Caieiras;35;SP
FACULDADE ZUMBI DOS PALMARES;FAZP;São Paulo;35;SP
FACULDADE BARÃO DE PIRATININGA;AES;São Roque;35;SP
FACULDADE DE EDUCAÇÃO E TECNOLOGIA DA REGIÃO MISSIONEIRA;FETREMIS;São Paulo das Missões;43;RS
FACULDADE SATC;FASATC;Criciúma;42;SC
FACULDADE CONCÓRDIA;FACC;Concórdia;42;SC
FACULDADE JK - GUARÁ;ESAMC BRASÍLIA;Brasília;53;DF
FACULDADE NATALENSE DE ENSINO E CULTURA;FANEC;Natal;24;RN
FACULDADE PORTO DAS ÁGUAS;FAPAG;Porto Belo;42;SC
FACULDADE CENTRO PAULISTANO;;São Paulo;35;SP
FACULDADE NOROESTE;FAN;Goiânia;52;GO
FACULDADE NOVA ROMA;FNR;Recife;26;PE
FACULDADE DE TECNOLOGIA GESTÃO & MARKETING;IBGM / FGM;Recife;26;PE
Faculdade de Ensino Regional Alternativa;FERA;Arapiraca;27;AL
FACULDADES INTEGRADAS VIANNA JÚNIOR;FIVJ;Juiz de Fora;31;MG
FACULDADE DE CIÊNCIAS HUMANAS DE CRUZEIRO;FACIC;Cruzeiro;35;SP
FACULDADE DE TECNOLOGIA EGÍDIO JOSÉ DA SILVA;FATEGIDIO;Teófilo Otoni;31;MG
FACULDADE CENECISTA DE RIO BONITO;FACERB;Rio Bonito;33;RJ
FACULDADE MESSIANICA;;São Paulo;35;SP
FACULDADE DE TECNOLOGIA SENAC DF;FAC SENAC DF;Brasília;53;DF
FACULDADE PRESBITERIANA AUGUSTO GALVÃO;FAPAG;Campo Formoso;29;BA
FACULDADE DE PATROCINIO;IESP;Patrocínio;31;MG
FACULDADE SANTA EMÍLIA;;Olinda;26;PE
FACULDADE REGIONAL DE RIACHÃO DO JACUÍPE;FARJ;Riachão do Jacuípe;29;BA
FACULDADE DE TECNOLOGIA E CIENCIAS DO NORTE DO PARANÁ;FATECIE;Paranavaí;41;PR
CENTRO UNIVERSITÁRIO MUNICIPAL DE SÃO JOSÉ;USJ;São José;42;SC
FACULDADE DE TECNOLOGIA ALFA DE UMUARAMA;;Umuarama;41;PR
FACULDADE UNA DE CONTAGEM;FUNAC;Contagem;31;MG
FACULDADE IBS;IBS;Belo Horizonte;31;MG
FACULDADE KENNEDY DE BELO HORIZONTE;FKBH;Belo Horizonte;31;MG
FACULDADE DE CIÊNCIAS DA SAÚDE DE UNAÍ;FACISA;Unaí;31;MG
FACULDADE CDL;;Fortaleza;23;CE
INSTITUTO FEDERAL DE EDUCAÇÃO CIÊNCIA E TECNOLOGIA DE RONDÔNIA;IFRO;Porto Velho;11;RO
INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO TOCANTINS;IFTO;Palmas;17;TO
FACULDADE DE TECNOLOGIA CENTEC - CARIRI;CENTEC;Juazeiro do Norte;23;CE
FACULDADES INTEGRADAS DE ITARARÉ;FAFIT-FACIC;Itararé;35;SP
FACULDADE ANTÔNIO MENEGHETTI;AMF;Restinga Seca;43;RS
FACULDADE DE TECNOLOGIA SENAI FELIX GUISARD;;Taubaté;35;SP
FACULDADE DE TECNOLOGIA SENAI NADIR DIAS DE FIGUEIREDO;;Osasco;35;SP
FACULDADE DE TECNOLOGIA SENAI ANCHIETA;;São Paulo;35;SP
FACULDADE DE TECNOLOGIA SENAI MARIANO FERRAZ;;São Paulo;35;SP
FACULDADE DE TECNOLOGIA SENAI ANTÔNIO ADOLPHO LOBBE;;São Carlos;35;SP
FACULDADE DE CIÊNCIAS GERENCIAIS E EMPREENDEDORISMO - FACIGE;FACIGE;Montes Claros;31;MG
FACULDADE DE TECNOLOGIA EVOLUÇÃO;FECET;Fortaleza;23;CE
FACULDADE ANHANGÜERA DE CAMPINAS;;Campinas;35;SP
ESCOLA SUPERIOR DE ARTES CÉLIA HELENA;;São Paulo;35;SP
FACULDADE DE EDUCAÇÃO  ACRIANA EUCLIDES DA CUNHA;INEC;Rio Branco;12;AC
FACULDADE VÉRTICE;VÉRTICE;Matipó;31;MG
FACULDADE DIOCESANA DE MOSSORÓ;;Mossoró;24;RN
FACULDADE DE CIÊNCIAS HUMANAS, ECONÔMICAS E DA SAÚDE DE ARAGUAÍNA;FAHESA / ITPAC;Araguaína;17;TO
ESCOLA SUPERIOR DE SAÚDE DE ARCOVERDE;ESSA;Arcoverde;26;PE
FACULDADE PITÁGORAS DE POÇOS DE CALDAS;;Poços de Caldas;31;MG
FACULDADE PITÁGORAS DE SÃO LUIZ;;São Luís;21;MA
FACULDADE PITÁGORAS DE GUARAPARI;;Guarapari;32;ES
FACULDADE DE TECNOLOGIA DE TAUBATÉ;ETEP;Taubaté;35;SP
FACULDADE ANHANGUERA DE ITAPECERICA DA SERRA;;Itapecerica da Serra;35;SP
FACULDADE DE CONCHAS;;Conchas;35;SP
FACULDADE DE CIÊNCIAS MÉDICAS DA BAHIA;CIENCIAS MEDICAS;Santa Cruz Cabrália;29;BA
FACULDADE FASIPE;FASIPE;Sinop;51;MT
FACULDADE BATISTA PIONEIRA;;Ijuí;43;RS
FACULDADE DO TRABALHO;FATRA;Uberlândia;31;MG
FACULDADE DE CASTANHAL;FCAT;Castanhal;15;PA
FACULDADE ANGLO;;Piracicaba;35;SP
FACULDADE INTEGRADA DAS CATARATAS;;Foz do Iguaçu;41;PR
FUNDAÇÃO UNIVERSIDADE FEDERAL DO ABC;UFABC;Santo André;35;SP
FACULDADE DE TECNOLOGIA DE PRAIA GRANDE;FATECPG;Praia Grande;35;SP
FACULDADE CLARETIANA DE TEOLOGIA;;Curitiba;41;PR
ESCOLA SUPERIOR DE ADMINISTRAÇÃO E GESTÃO STRONG DA BAIXADA SANTISTA;;Santos;35;SP
FACULDADE INTERNACIONAL DO DELTA;INTA;Parnaíba;22;PI
FACULDADE AUM;;Cuiabá;51;MT
FACULDADE PITÁGORAS DE FEIRA DE SANTANA;;Feira de Santana;29;BA
CENTRO UNIVERSITÁRIO DE SETE LAGOAS;UNIFEMM;Sete Lagoas;31;MG
FACULDADE DE CIÊNCIAS E TECNOLOGIA DO MARANHÃO;FACEMA;Caxias;21;MA
FACULDADE ITOP;ITOP;Palmas;17;TO
FACULDADE METROPOLITANA DO PLANALTO NORTE;FAMEPLAN;Canoinhas;42;SC
FACULDADE DE SÃO JOSÉ DOS CAMPOS;BILAC;São José dos Campos;35;SP
FACULDADE DE TECNOLOGIA CENTEC - SERTÃO CENTRAL;FTC SERTÃO CENTRAL;Quixeramobim;23;CE
FACULDADE CRUZ AZUL;FACRAZ;São Paulo;35;SP
FACULDADE ESTAÇÃO;FAEST;Curitiba;41;PR
CENTRO UNIVERSITÁRIO ESTADUAL DA ZONA OESTE;UEZO;Rio de Janeiro;33;RJ
FACULDADE DE EDUCAÇÃO TECNOLÓGICA DO ESTADO DO RIO DE JANEIRO - FAETERJ;FAETERJ R DE JANEIRO;Rio de Janeiro;33;RJ
FACULDADE DE EDUCAÇÃO TECNOLÓGICA DO ESTADO DO RIO DE JANEIRO - FAETERJ;FAETERJ PETRÓPOLIS;Petrópolis;33;RJ
INSTITUTO SUPERIOR DE EDUCAÇÃO PROFESSOR ALDO MUYLAERT;ISEPAM;Campos dos Goytacazes;33;RJ
FACULDADE DE EDUCAÇÃO TECNOLÓGICA DO ESTADO DO RIO DE JANEIRO - FAETERJ;FAETERJ S ANT. PÁDUA;Santo Antônio de Pádua;33;RJ
FACULDADE DE EDUCAÇÃO TECNOLÓGICA DO ESTADO DO RIO DE JANEIRO - FAETERJ;FAETERJ ITAPERUNA;Itaperuna;33;RJ
FACULDADE SANTO AUGUSTO;FAISA;Santo Augusto;43;RS
Faculdade São Braz;FSB;Curitiba;41;PR
INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA CATARINENSE;IF Catarinense;Blumenau;42;SC
FACULDADE DE CIÊNCIAS SOCIAIS APLICADAS DE MARABÁ;FACIMAB;Marabá;15;PA
FACULDADE DE DIREITO DE GARANHUNS;FDG;Garanhuns;26;PE
FACULDADE DE TECNOLOGIA PAULISTA;;Lupércio;35;SP
FACULDADE POLIS DAS ARTES;;Embu das Artes;35;SP
FACULDADE DE TEOLOGIA DE SÃO PAULO DA IGREJA PRESBITERIANA INDEPENDENTE DO BRASIL;;São Paulo;35;SP
FACULDADE DE EDUCAÇÃO TECNOLÓGICA DO ESTADO DO RIO DE JANEIRO - FAETERJ;FAETERJ BJ ITABAPOAN;Bom Jesus do Itabapoana;33;RJ
FACULDADE DE EDUCAÇÃO TECNOLÓGICA DO ESTADO DO RIO DE JANEIRO - FAETERJ;FAETERJ TRÊS RIOS;Três Rios;33;RJ
FACULDADE DE EDUCAÇÃO TECNOLÓGICA DO ESTADO DO RIO DE JANEIRO;FAETERJ PARACAMBI;Paracambi;33;RJ
FACULDADE PITÁGORAS DE TECNOLOGIA DE CONTAGEM;;Contagem;31;MG
UNIVERSIDADE ESTADUAL DE RORAIMA;UERR;Boa Vista;14;RR
FACULDADE EDUCACIONAL DE MATELÂNDIA;FAMA;Matelândia;41;PR
FACULDADE DE TECNOLOGIA DE SÃO BERNARDO DO CAMPO;FATEC-SB;São Bernardo do Campo;35;SP
FACULDADE INTERNACIONAL SIGNORELLI;;Rio de Janeiro;33;RJ
FACULDADE SOGIPA DE EDUCAÇÃO FÍSICA;;Porto Alegre;43;RS
FACULDADE FACMIL;;São José do Rio Preto;35;SP
FACULDADE DE TECNOLOGIA SENAC CAÇADOR;SENAC;Caçador;42;SC
FACULDADE DE TECNOLOGIA SENAC SÃO MIGUEL DO OESTE;5133;São Miguel do Oeste;42;SC
INSTITUTO ASSIS GURGACZ;;Cascavel;41;PR
FACULDADES INTEGRADAS PADRE ALBINO;FIPA;Catanduva;35;SP
FACULDADE ANHANGUERA DE EDUCAÇÃO, CIÊNCIAS E TECNOLOGIA DE SOROCABA;FAECTS;Sorocaba;35;SP
FACULDADES INTEGRADAS PAULISTA;FIP;São Paulo;35;SP
FACULDADE RAIMUNDO MARINHO;FRM;Maceió;27;AL
UNIVERSIDADE ESTADUAL DE ALAGOAS - UNEAL;UNEAL;Arapiraca;27;AL
FACULDADE DE CIÊNCIAS JURÍDICAS DE SANTOS DUMONT;FCJSD;Santos Dumont;31;MG
Faculdade Doctum de Carangola;DOCTUM;Carangola;31;MG
FACULDADE FORTIUM;;Brasília;53;DF
FACULDADES INTEGRADAS DE TAQUARA;FACCAT;Taquara;43;RS
FACULDADE ANHANGÜERA DE RIBEIRÃO PRETO;;Ribeirão Preto;35;SP
FACULDADE ANHANGUERA DE CIÊNCIAS E TECNOLOGIA DE BRASÍLIA;;Brasília;53;DF
FACULDADE ANHANGÜERA DE DOURADOS;FAD;Dourados;50;MS
FACULDADE DE CIÊNCIAS SOCIAIS APLICADAS E HUMANAS DE GARANHUNS;FAHUG;Garanhuns;26;PE
FACULDADES ATIBAIA;FAAT;Atibaia;35;SP
Faculdades Unificadas de Cataguases;FUC;Cataguases;31;MG
Faculdades Unificadas de Guarapari;FUG;Guarapari;32;ES
Faculdades Unificadas de Iúna;FUI;Iúna;32;ES
Faculdades Unificadas de Leopoldina;FUL;Leopoldina;31;MG
FACULDADE PORTO-ALEGRENSE;FAPA;Porto Alegre;43;RS
FACULDADE GUILHERME GUIMBALA;FGG;Joinville;42;SC
FUNDAÇÃO UNIVERSIDADE FEDERAL DO PAMPA - UNIPAMPA;UNIPAMPA;Bagé;43;RS
FACULDADE SERIGY;FASERGY;Aracaju;28;SE
FACULDADES INTEGRADAS ASMEC;ASMEC;Ouro Fino;31;MG
Faculdades Unificadas de Teófilo Otoni;FUTO;Teófilo Otoni;31;MG
FACULDADE IMPACTA DE TECNOLOGIA;FIT;São Paulo;35;SP
INSTITUTO DE ENSINO SUPERIOR INTEGRADO-IESI;FENORD;Teófilo Otoni;31;MG
FACULDADES OPET;;Curitiba;41;PR
FACULDADES INTEGRADAS DA UNIÃO EDUCACIONAL DO PLANALTO CENTRAL - FACIPLAC;FACIPLAC;Brasília;53;DF
FACULDADE ANHANGÜERA DE BAURU;;Bauru;35;SP
FACULDADE DE CIÊNCIA, TECNOLOGIA E EDUCAÇÃO;FACITE;Santa Maria da Vitória;29;BA
FACULDADE CAMPO REAL;CAMPO REAL;Guarapuava;41;PR
FACULDADE GUARAPUAVA;FG;Guarapuava;41;PR
FACULDADE CATHEDRAL;FACES;Boa Vista;14;RR
FACULDADE PRESIDENTE ANTÔNIO CARLOS;FAPAC;Porto Nacional;17;TO
FACULDADE ANHANGUERA DE ANÁPOLIS;FAAA;Anápolis;52;GO
FACULDADE ANHANGUERA DE JACAREÍ;;Jacareí;35;SP
FACULDADES INTEGRADAS CAMÕES;FICA;Curitiba;41;PR
FACULDADES INTEGRADAS DO NORTE DE MINAS - FUNORTE;FUNORTE;Montes Claros;31;MG
FACULDADE ADVENTISTA DE HORTOLÂNDIA;FAH;Hortolândia;35;SP
LIBERTAS - FACULDADES INTEGRADAS;LIBERTAS;São Sebastião do Paraíso;31;MG
FACULDADES INTEGRADAS SÃO JUDAS TADEU;SJT;Porto Alegre;43;RS
FACULDADE DE TECNOLOGIA DE PRESIDENTE PRUDENTE;FATEC;Presidente Prudente;35;SP
FACULDADE DE TECNOLOGIA DE BRAGANÇA PAULISTA;;Bragança Paulista;35;SP
FACULDADE DE VARGEM GRANDE PAULISTA;;Vargem Grande Paulista;35;SP
FACULDADE DE CIÊNCIAS HUMANAS E SOCIAIS DE ARARIPINA - FACISA;FACISA;Araripina;26;PE
FACULDADE ANHANGUERA DE JOINVILLE;;Joinville;42;SC
FACULDADE DE TECNOLOGIA DE SÃO JOSÉ DOS CAMPOS;ETEP;São José dos Campos;35;SP
FACULDADES UNIDAS DO VALE DO ARAGUAIA;UNIVAR;Barra do Garças;51;MT
CENTRO UNIVERSITÁRIO SÃO JOSÉ DE ITAPERUNA;;Itaperuna;33;RJ
UNIVERSIDADE DO ESTADO DO AMAPÁ;UEAP;Macapá;16;AP
FACULDADE MUNICIPAL DE PALHOÇA;FMP;Palhoça;42;SC
FACULDADE OBOÉ - FACO;FACO;Fortaleza;23;CE
FACULDADE DE TECNOLOGIA DE VALENÇA;FACTIVA;Valença;29;BA
FACULDADE DE TEOLOGIA E CIÊNCIAS HUMANAS;ITEPAFACULDADES;Passo Fundo;43;RS
FACULDADE DE TECNOLOGIA SENAI MATO GROSSO (FATEC SENAI MT);FATEC SENAI MT;Cuiabá;51;MT
FACULDADE DE TECNOLOGIA BANDEIRANTES;BANDTEC;São Paulo;35;SP
FACULDADE DE TECNOLOGIA IPPEO;IPPEO;Curitiba;41;PR
INSTITUTO SÃO PAULO DE ESTUDOS SUPERIORES;ITESP;São Paulo;35;SP
FACULDADE HSM;;Santa Rita do Passa Quatro;35;SP
FACULDADE JOAQUIM NABUCO DE SÃO LOURENÇO DA MATA;;São Lourenço da Mata;26;PE
FACULDADE DE SAÚDE DE PAULISTA;FASUP;Paulista;26;PE
FACULDADE NORTE CAPIXABA DE SAO MATEUS;MULTIVIX SÃO MATEUS;São Mateus;32;ES
FACULDADE UNIÃO ARARUAMA DE ENSINO S/S Ltda.;FAC-UNILAGOS;Araruama;33;RJ
FACULDADE CENTRO OESTE;FACEOPAR;Laranjeiras do Sul;41;PR
ESCOLA SUPERIOR NACIONAL DE SEGUROS DE SÃO PAULO;ESNS-SP;São Paulo;35;SP
FACULDADE ANHANGUERA DE SUMARÉ;FACSUMARÉ;Sumaré;35;SP
FACULDADE VILLA-LOBOS DO CONE-LESTE PAULISTA;FAV-COLESP;São José dos Campos;35;SP
FACULDADE DE TECNOLOGIA ALTO MÉDIO SÃO FRANCISCO;FAC FUNAM;Pirapora;31;MG
FACULDADE ESPECIALIZADA NA ÁREA DE SAÚDE DO RIO GRANDE DO SUL;FASURGS;Passo Fundo;43;RS
FACULDADE METROPOLITANA DE ANÁPOLIS;FAMA;Anápolis;52;GO
FACULDADE DE TECNOLOGIA DA SERRA GAÚCHA - CAXIAS DO SUL;FTSG;Caxias do Sul;43;RS
FACULDADE CAL DE ARTES CÊNICAS;Faculdade Cal;Rio de Janeiro;33;RJ
FACULDADE DAMAS DA INSTRUÇÃO CRISTÃ;FADIC;Recife;26;PE
CENTRO UNIVERSITÁRIO DA FUNDAÇÃO EDUCACIONAL DE BARRETOS;UNIFEB;Barretos;35;SP
Faculdades Integradas do Rio Grande do Norte - FANORTES;;Natal;24;RN
FACULDADE CATÓLICA SANTA TERESINHA;FCST;Caicó;24;RN
FACULDADE ANHANGUERA DE CUIABÁ;FAC;Cuiabá;51;MT
FACULDADE CIDADE VERDE;FCV;Maringá;41;PR
FACULDADE DE COMPUTAÇÃO DE MONTES CLAROS;FACOMP;Montes Claros;31;MG
FACULDADE EVANGÉLICA;FE;Brasília;53;DF
FACULDADE FILADÉLFIA;FAFIL;Ribeirão Preto;35;SP
FACULDADE DOM LUIS DE ORLEANS E BRAGANÇA;FARRP;Ribeira do Pombal;29;BA
SINAL - FACULDADE DE TEOLOGIA E FILOSOFIA;SINAL;Rio Branco;12;AC
FACULDADE PADRE DOURADO - FDR;FDR;Fortaleza;23;CE
INSTITUTO SUPERIOR DE EDUCAÇÃO DO MUNICÍPIO DE ITAPERUNA;ISEMI;Itaperuna;33;RJ
FUNDAÇÃO DE ENSINO SUPERIOR DE CLEVELÂNDIA;FESC;Clevelândia;41;PR
FACULDADES INTEGRADAS DO VALE DO IVAÍ;;Ivaiporã;41;PR
FACULDADE PEDRO II;FAPE2;Belo Horizonte;31;MG
FACULDADE DE TECNOLOGIA IPEP DE CAMPINAS;FATEC CAMPINAS;Campinas;35;SP
FACULDADE DE TECNOLOGIA IPEP DE SÃO PAULO;FATEC SP;São Paulo;35;SP
FACULDADE DE TECNOLOGIA SAINT PASTOUS;FSP;Porto Alegre;43;RS
FACULDADE ECOAR;FAECO;Passo Fundo;43;RS
ESCOLA SUPERIOR NACIONAL DE SEGUROS;ESNS;Rio de Janeiro;33;RJ
FACULDADE CIÊNCIAS DA VIDA;FCV;Sete Lagoas;31;MG
FACULDADE MARANHENSE SÃO JOSÉ DOS COCAIS;FSJ;Timon;21;MA
FACULDADE DE EDUCAÇÃO DE BACABAL - FEBAC;FEBAC;Bacabal;21;MA
FACULDADE DE TECNOLOGIA SÃO FRANCISCO;FATESF;Jacareí;35;SP
FACULDADE PAULISTA DE PESQUISA E ENSINO SUPERIOR;FAPPES;São Paulo;35;SP
FACULDADES INTEGRADAS DOM PEDRO II;DOMPEDRO;São José do Rio Preto;35;SP
FACULDADES INTEGRADAS ADVENTISTAS DE MINAS GERAIS;FADMINAS;Lavras;31;MG
FACULDADE DE ALMENARA;ALFA;Almenara;31;MG
FACULDADE SERRA DA MESA;FASEM;Uruaçu;52;GO
Faculdade SOCIESC;;Florianópolis;42;SC
Faculdade Itaboraí;;Itaboraí;33;RJ
FACULDADE IBGEN - INSTITUTO BRASILEIRO DE GESTÃO DE NEGÓCIOS;IBGEN;Porto Alegre;43;RS
FACULDADE MADRE TEREZA;FAMAT;Santana;16;AP
FACULDADE TEOLÓGICA BATISTA DE SÃO PAULO;FTBSP;São Paulo;35;SP
Faculdade IBGEN;IBGEN;Porto Alegre;43;RS
FACULDADE SÃO TOMAZ DE AQUINO;FSTA;Salvador;29;BA
INSTITUTO UVB.BR;IUVB;São Paulo;35;SP
INSTITUTO DE ENSINO SUPERIOR DE MATO GROSSO;IESMT;Cuiabá;51;MT
FACULDADE CURITIBANA;FAC;Curitiba;41;PR
FACULDADE DE ARACAJU;FACAR;Aracaju;28;SE
FACULDADE ESTÁCIO DE SANTO ANDRÉ;ESTÁCIO SANTO ANDRÉ;Santo André;35;SP
FACULDADE PARAENSE DE ENSINO;FAPEN;Belém;15;PA
INSTITUTO DE ENSINO SUPERIOR DO RIO GRANDE DO NORTE;IESRN;Natal;24;RN
INSTITUTO MARANHENSE DE ENSINO E CULTURA;IMEC;São Luís;21;MA
FACULDADE DE ENSINO DE MINAS GERAIS;FACEMG;Belo Horizonte;31;MG
FACULDADE DE ENSINO SUPERIOR DA AMAZÔNIA;FESAM;Macapá;16;AP
FACULDADE JUIZ DE FORA;FJF;Juiz de Fora;31;MG
FACULDADE EVANGÉLICA DE GOIANÉSIA;;Goianésia;52;GO
FACULDADE DE TECNOLOGIA ENSITEC;ENSITEC;Curitiba;41;PR
